"ONTOLOGY","ID","Description","p.adjust","geneID","dbPEC"
"BP","GO:0006402","mRNA catabolic process",0.0155764011975133,"UBB/PSMC6/CNOT2/RPL8/LSM7/PPP2CA/UPF3B/PSMB4/EIF3E/EXOSC6/LSM1/LSM5/MYD88/NANOS1/PSMD4/RBM8A/RNPS1/ROCK1/SMG1/XRN1/APOBEC1/CNOT4/CNOT7/DIS3L2/EXOSC10/HNRNPR/KHSRP/LSM2/NCBP1/PAN2/PSMA5/PSMB1/PSMB7/RPL13/RPL6/RPLP2/RPS25","No"
"BP","GO:0021695","cerebellar cortex development",0.0156259780628654,"EZH2/CDK5/GRID2/MAP2K1/PROX1/GLI1/RERE/SPTBN2/UQCRQ","No"
"BP","GO:0030837","negative regulation of actin filament polymerization",0.0156259780628654,"PFN2/SPTAN1/EPS8/PFN1/RDX/SPTBN4/SPTA1/SPTBN2/TWF2","Yes"
"BP","GO:0001890","placenta development",0.0157155532292923,"MME/STC2/BMPR2/CEBPB/BIRC2/ARNT/MDFI/MAP2K1/NCOA1/PKD1/PLCD1/PTK2/BIRC6/EPOR/FGFR2/FZD5/PRDM1/SENP2/STK3/WNT7B","Yes"
"BP","GO:0002209","behavioral defense response",0.0159674344539598,"MEF2C/DRD1/MAPK8IP2/MECP2/VDAC1/DEAF1/HTR1A/HTR2C","Yes"
"BP","GO:0007520","myoblast fusion",0.0159674344539598,"CD9/WNT1/CD81/CAPN2/FLT3LG/DYRK1B/MYOD1/TNFSF14","Yes"
"BP","GO:0016572","histone phosphorylation",0.0159674344539598,"PRKAA2/CDK9/JAK2/DRD1/AKAP8/CDK5/PRKCB/CCNB1","Yes"
"BP","GO:0042769","DNA damage response, detection of DNA damage",0.0159674344539598,"UBB/POLD1/NEK1/RBX1/RPA2/DDB1/RAD18/RFC3","No"
"BP","GO:0050856","regulation of T cell receptor signaling pathway",0.0159674344539598,"EZR/PHPT1/CD81/LCK/PRKD2/PTPN6/CD226/PTPRJ","No"
"BP","GO:0002367","cytokine production involved in immune response",0.0161070062848234,"PRKCZ/F2RL1/HK1/TRAF2/DLG1/CD81/BTK/JAK3/TRAF6/APOA2/FFAR2/FZD5/IL18R1/IL18RAP/LILRB1","Yes"
"BP","GO:1905269","positive regulation of chromatin organization",0.0161070062848234,"BRCA1/PRKD1/CDK9/AKAP8/ATF7IP/ARRB1/KAT2A/MECP2/PRKD2/CCNB1/HIST1H1B/ING2/MTF2/RNF40/UBE2N","Yes"
"BP","GO:0001945","lymph vessel development",0.0161301993194241,"BMPR2/ACVRL1/EFNB2/PKD1/PROX1/EPHA2","Yes"
"BP","GO:0034123","positive regulation of toll-like receptor signaling pathway",0.0161301993194241,"F2RL1/CAV1/TLR1/HMGB1/LBP/RTN4","Yes"
"BP","GO:0072243","metanephric nephron epithelium development",0.0161301993194241,"PKD1/SOX8/PAX2/SOX9/STAT1/WNT7B","No"
"BP","GO:0072666","establishment of protein localization to vacuole",0.0161301993194241,"NEDD4/HGS/AP3B1/AP4M1/NAGPA/SORL1","No"
"BP","GO:0090189","regulation of branching involved in ureteric bud morphogenesis",0.0161301993194241,"SOX8/MAGED1/PAX2/SIX1/SIX2/SOX9","No"
"BP","GO:0014855","striated muscle cell proliferation",0.0162492246804608,"MEIS1/SAV1/MEF2C/MAPK11/JAK2/SMAD1/NOTCH1/CCNB1/FGFR2/GLI1/SIX1/TP73/ZFPM2","Yes"
"BP","GO:1904019","epithelial cell apoptotic process",0.0163057170817629,"TCF7L2/BMPR2/TNIP2/PIK3CG/JAK2/ABL1/BID/E2F2/PDPK1/PIAS4/SIX3/COL4A3/EXOC5/KRIT1/SORT1/STK3","Yes"
"BP","GO:0002687","positive regulation of leukocyte migration",0.0163319762717832,"AIF1/F2RL1/KITLG/PTK2B/ITGA2/HMGB1/LBP/APP/CCL21/CCR1/CREB3/FADD/CCL19/EDN3/P2RY12/PTAFR/TNFSF14","Yes"
"BP","GO:0043500","muscle adaptation",0.0163319762717832,"AIF1/MEF2C/CDK9/EZH2/HDAC4/NOTCH1/PAK1/PIN1/PTK2/ROCK1/SMAD3/TNNT1/TRPC3/MYOD1/MYOZ1/TNNI1/TRIM63","Yes"
"BP","GO:0032615","interleukin-12 production",0.016526183125179,"TLR8/PLCB1/MAPK11/IRF8/HMGB1/JAK3/TRAF6/CCL19/FOXP1/LILRB1","Yes"
"BP","GO:0042982","amyloid precursor protein metabolic process",0.016526183125179,"EFNA1/BIN1/DLG1/PSEN2/APP/HAP1/ROCK1/EPHA4/ITM2B/SORL1","Yes"
"BP","GO:0120192","tight junction assembly",0.016526183125179,"TJP1/DLG1/PRKACA/ROCK1/RUNX1/SRF/ECT2/EPHA2/FZD5/PARD6G","Yes"
"CC","GO:1902554","serine/threonine protein kinase complex",0.016621386012396,"CCNE1/CCNE2/CCNT2/CDK9/MMS19/CDK5/CHUK/ERCC3/CCNB1/CCNK/CDK5R2","No"
"CC","GO:1904813","ficolin-1-rich granule lumen",0.016621386012396,"PRG2/ARPC5/JUP/HSP90AA1/HMGB1/ACTR2/KCMF1/CSNK2B/KPNB1/VCL/XRCC6/CTSS/GLB1/MVP/PSMA5/PSMB1/PSMB7","Yes"
"CC","GO:0000428","DNA-directed RNA polymerase complex",0.016621386012396,"TRRAP/TBP/MMS19/ERCC3/GTF2E2/GTF2F1/KAT2A/POLR2A/POLR3F/POLR2D/POLR2E/POLR2G/TBPL1","No"
"CC","GO:0055029","nuclear DNA-directed RNA polymerase complex",0.016621386012396,"TRRAP/TBP/MMS19/ERCC3/GTF2E2/GTF2F1/KAT2A/POLR2A/POLR3F/POLR2D/POLR2E/POLR2G/TBPL1","No"
"CC","GO:0060205","cytoplasmic vesicle lumen",0.0167187572500586,"ARPC5/JUP/ARHGAP9/CAMP/SERPING1/XRCC5/HSP90AA1/ACTN1/POMC/HMGB1/SPTAN1/TOLLIP/ACTR2/SDCBP/APP/CSNK2B/CTSG/KPNB1/PLG/PRTN3/PTPN6/ROCK1/SRGN/TUBB/VCL/XRCC6/CAP1/CREG1/FTL/GLB1/GRP/MVP/PSMA5/PSMB1/PSMB7/S100A11","Yes"
"CC","GO:0030286","dynein complex",0.0167617550063104,"DYNLL1/DCTN2/DCTN1/DISC1/HDAC6/SNX4/DYNLT3/TOPORS","No"
"BP","GO:0046782","regulation of viral transcription",0.0168776977767489,"CDK9/SMARCA4/GTF2F1/HDAC1/POLR2A/TARBP2/TRIM27/INPP5K/POLR2D/POLR2E/POLR2G","No"
"BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",0.0170248220076045,"SFN/BRCA1/ABL1/BID/PIAS4/BCL2L11/CASP2/EPHA2/ING2/MOAP1/MSH6/POLB/TOPORS/TP73","Yes"
"CC","GO:0031983","vesicle lumen",0.0172228639744641,"ARPC5/JUP/ARHGAP9/CAMP/SERPING1/XRCC5/HSP90AA1/ACTN1/POMC/HMGB1/SPTAN1/TOLLIP/ACTR2/SDCBP/APP/CSNK2B/CTSG/KPNB1/PLG/PRTN3/PTPN6/ROCK1/SRGN/TUBB/VCL/XRCC6/CAP1/CREG1/FTL/GLB1/GRP/MVP/PSMA5/PSMB1/PSMB7/S100A11","Yes"
"CC","GO:0001750","photoreceptor outer segment",0.0172228639744641,"GNAQ/MERTK/MYO5A/GNB1/SHANK2/MAP1B/RPGR/ARR3/GRK1/MYO7A/RHO/ROM1","No"
"BP","GO:0042552","myelination",0.0176988568663802,"CXCR4/CD9/DLG1/TMEM98/MYO5A/PSAP/ANK2/SOX10/CNTNAP1/GPC1/JAM3/LPAR1/NF1/SLC8A3/TNFRSF21/WASF3/XK","Yes"
"BP","GO:1902904","negative regulation of supramolecular fiber organization",0.0176988568663802,"MID1IP1/PFN2/SPTAN1/CIB1/EPS8/HDAC6/MAP1B/PFN1/RDX/S1PR1/SHANK1/SPTBN4/INPP5K/SPTA1/SPTBN2/TWF2/WASF2","Yes"
"BP","GO:0007098","centrosome cycle",0.0177088252732467,"BRCA1/CHMP2A/CKAP5/PCM1/CDK5RAP2/CHD3/DCTN1/KAT2A/NEK2/PLK1/TRIM37/CHMP4C/FBXW5/KIF11/USP33/WDR62","No"
"CC","GO:0016323","basolateral plasma membrane",0.0177176254870578,"AQP1/EZR/TJP1/BMPR2/ATP1B1/DLG1/ERBB3/CD81/ITGA9/LRP1/ANK2/ARRB1/EPB41/ITGA3/PKD1/ANK1/CADM1/CASR/CD1D/KCNQ1/MEGF11/P2RY12/PTH1R/TRPC4","Yes"
"BP","GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling",0.0178073265564057,"TNIP1/PPM1B/MAPKBP1/TANK/ABL1/HDAC1/SIRPA/TLE1/STAT1","No"
"BP","GO:0060042","retina morphogenesis in camera-type eye",0.0178073265564057,"PROX1/SOX8/LRP5/MEGF11/ROM1/SOX9/TFAP2B/THRB/TOPORS","Yes"
"BP","GO:0090630","activation of GTPase activity",0.0178073265564057,"PTK2B/CRKL/RASGRF1/NDEL1/CCL21/NTF3/ECT2/EIF5/EPHA2","Yes"
"BP","GO:0002718","regulation of cytokine production involved in immune response",0.0178867228220348,"PRKCZ/F2RL1/HK1/TRAF2/CD81/BTK/JAK3/TRAF6/APOA2/FFAR2/FZD5/IL18R1/LILRB1","Yes"
"CC","GO:0005903","brush border",0.0179860790572031,"AQP1/MME/EZR/ITPR3/CUBN/ACTN1/SHANK2/GIPC1/EPS8/RGS19/CLIC1/DRD5/PTH1R/SNX5","No"
"CC","GO:0042101","T cell receptor complex",0.0180986833363813,"CD4/CD3E/PTPN6/CD3G/CD6","No"
"CC","GO:0090723","growth cone part",0.0180986833363813,"NDEL1/APP/ARPC3/DISC1/ITGA3","No"
"BP","GO:0002675","positive regulation of acute inflammatory response",0.0181638406295571,"OSMR/PIK3CG/TNFRSF11A/BTK/CREB3L3/F12/FFAR2","Yes"
"BP","GO:0030513","positive regulation of BMP signaling pathway",0.0181638406295571,"BMPR2/ACVRL1/GATA4/MSX1/NOTCH1/NUMA1/UBE2O","Yes"
"BP","GO:0031122","cytoplasmic microtubule organization",0.0181638406295571,"EZR/DLG1/PCM1/CIB1/KPNB1/NUMA1/TUBG1","No"
"BP","GO:0099084","postsynaptic specialization organization",0.0181638406295571,"DLG1/DLG3/GRID2/LILRB2/NLGN2/NRXN1/NRXN2","No"
"BP","GO:1900077","negative regulation of cellular response to insulin stimulus",0.0181638406295571,"PRKCZ/PTPRE/NCK1/PRKCB/PRKCQ/INPP5K/NCOA5","Yes"
"BP","GO:1901976","regulation of cell cycle checkpoint",0.0181638406295571,"CDK5RAP2/MAD2L1/NDC80/PROX1/RPA2/CCNB1/PPP1R10","No"
"BP","GO:1903393","positive regulation of adherens junction organization",0.0181638406295571,"LIMS1/WNT4/ABL1/ROCK1/SMAD3/ITGB1BP1/PTPRJ","Yes"
"BP","GO:0051271","negative regulation of cellular component movement",0.018205336287004,"AIF1/JUP/CD9/PTPRU/IL27RA/PTPRR/ACVRL1/CLIC4/BIN1/PLCB1/ARHGDIB/MEF2C/PRKG1/PFN2/ACTN1/C5/HMGB1/WNT4/NF2/LRP1/BCR/CCL21/COL3A1/CSNK2B/MECP2/NOTCH1/PIN1/RAP2A/SRF/VCL/ITGB1BP1/KRIT1/MITF/NF1/PDCD10/PLXNA3/PTPRJ/PTPRO/ROBO1","Yes"
"BP","GO:0061041","regulation of wound healing",0.0183378841726226,"F2RL1/PDGFRA/CXCR4/CD9/PRKCE/CAV1/SERPING1/PRKG1/PLAU/WNT4/FOXA2/TNFRSF12A/HRAS/PLG/PRKCQ/SMAD3/F12/MYOD1/MYOZ1","Yes"
"BP","GO:0021575","hindbrain morphogenesis",0.0184266295266236,"WNT1/ABL1/CDK5/GRID2/MAP2K1/PROX1/GLI1/SPTBN2","No"
"BP","GO:0042269","regulation of natural killer cell mediated cytotoxicity",0.0184266295266236,"VAV1/AP1G1/CADM1/CD226/IL18RAP/LILRB1/NCR3/PVR","No"
"BP","GO:0042596","fear response",0.0184266295266236,"MEF2C/DRD1/MAPK8IP2/MECP2/VDAC1/DEAF1/HTR1A/HTR2C","Yes"
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation",0.0184266295266236,"PRKCZ/HMGB1/TMEM98/SATB1/JAK3/RUNX1/CCL19/CD80/FOXP1/IL18R1/NFKBIZ/STAT6","Yes"
"BP","GO:1900182","positive regulation of protein localization to nucleus",0.0184266295266236,"JUP/STK11/FLNA/FYN/PLK1/SMAD3/SRC/DKC1/DMAP1/DTX3L/ECT2/IPO5","Yes"
"CC","GO:0030662","coated vesicle membrane",0.0184783294649478,"CD9/CD4/SYT1/CLTC/CLTA/AP1M1/AP3B1/COPB1/SH3GL2/AP1G1/AVPR2/BTC/CD3G/FZD5/GAD2/GOSR2/IL7R/ROR2/SEC31A/SREBF2/TGOLN2","Yes"
"CC","GO:0005684","U2-type spliceosomal complex",0.0184783294649478,"LSM7/SF3B1/SNRPC/LSM5/RBM8A/SNRPB/SNRPD2/U2AF2/CDC5L/LSM2/WBP4/XAB2","No"
"BP","GO:0032649","regulation of interferon-gamma production",0.0184982644797681,"IL27RA/TLR8/IRF8/HMGB1/TNFRSF13C/ABL1/CD2/CD3E/FADD/HRAS/SIRPA/FZD5/IL18R1/LILRB1","Yes"
"BP","GO:1901216","positive regulation of neuron death",0.0184982644797681,"CAPN2/TLR6/ABL1/CDK5/EFNB2/FYN/GSK3B/HDAC4/PIN1/BCL2L11/CASP2/NF1/TFAP2B/ZNF746","Yes"
"BP","GO:0014888","striated muscle adaptation",0.0185452151899373,"MEF2C/EZH2/HDAC4/SMAD3/TNNT1/TRPC3/MYOD1/MYOZ1/TNNI1/TRIM63","Yes"
"BP","GO:0086065","cell communication involved in cardiac conduction",0.0185452151899373,"CALM1/JUP/CAV1/ATP1B1/ANK2/FLNA/PRKACA/SLC8A1/CACNA1D/KCNQ1","No"
"MF","GO:0042578","phosphoric ester hydrolase activity",0.0185816888904439,"NT5E/PTPRB/PTPRU/PTPRR/DUSP4/PHPT1/PTPRE/PLCB1/PLCG2/PLCB2/PPP2R5A/DLG1/ACP6/PPM1B/PPP2CA/GNB1/CCR1/CDC25C/DUSP23/LCK/PDE6D/PTPN6/PTPRC/ACP1/CASR/CDKN3/INPP5K/PPP5C/PTPN7/PTPRA/PTPRH/PTPRJ/PTPRN2/PTPRO/SMPD1/SMPD3","No"
"MF","GO:0002020","protease binding",0.0185816888904439,"COL1A2/CD28/FURIN/AMFR/BIN1/CLTC/PSAP/LRP1/COL3A1/DVL3/FADD/GSK3B/ITGA3/MBP/ADAMTS4/CSTA/RNF139/SLC6A3","Yes"
"BP","GO:0061008","hepaticobiliary system development",0.0186408803933455,"CSNK2A2/WNT1/ITGA2/WNT4/CEBPB/HNF4A/EZH2/CSNK2B/HNF1A/PKD1/PROX1/RAP1A/SMAD3/GLI1/NF1/ONECUT1/PRMT5/SOX9","Yes"
"BP","GO:0045428","regulation of nitric oxide biosynthetic process",0.0187052992731135,"AIF1/CAV1/PTK2B/HSP90AA1/JAK2/TLR6/INSR/SIRPA/SMAD3/KHSRP/NOS1AP","Yes"
"BP","GO:0006606","protein import into nucleus",0.0188702083758353,"JUP/TXNIP/DRD1/APPL1/FLNA/KPNA2/KPNB1/SIX3/SMAD3/DMAP1/ECT2/IPO5/NF1/PPP1R10/SIX2","Yes"
"BP","GO:0043666","regulation of phosphoprotein phosphatase activity",0.0189926331358977,"CALM1/PPP2R5A/JAK2/GNAI2/GSK3B/HTT/PTPRC/ROCK1/CRY2/MYOZ1/PHACTR1/PPP1R10/PPP1R16A/PPP1R2/PPP1R7/PPP1R9B","No"
"BP","GO:0006266","DNA ligation",0.019147499874484,"HMGB1/XRCC4/XRCC6/MGMT/POLB","No"
"BP","GO:0030502","negative regulation of bone mineralization",0.019147499874484,"GATA1/PTK2B/CCR1/SRGN/SOX9","No"
"BP","GO:0042953","lipoprotein transport",0.019147499874484,"CUBN/LRP1/PRKCB/UNC119/APOBEC1","No"
"BP","GO:0044872","lipoprotein localization",0.019147499874484,"CUBN/LRP1/PRKCB/UNC119/APOBEC1","No"
"BP","GO:0048535","lymph node development",0.019147499874484,"TNFRSF11A/FADD/CXCR5/IL7R/POLB","No"
"BP","GO:0061323","cell proliferation involved in heart morphogenesis",0.019147499874484,"PITX2/BMPR2/NOTCH1/SIX1/SOX9","No"
"BP","GO:1902683","regulation of receptor localization to synapse",0.019147499874484,"STX7/PRKCZ/GRASP/HRAS/RAP1A","No"
"BP","GO:2000811","negative regulation of anoikis",0.019147499874484,"CAV1/NOTCH1/PTK2/SRC/TLE1","Yes"
"CC","GO:0017146","NMDA selective glutamate receptor complex",0.0191808121497071,"PTK2B/GRIN2D/EPS8/SHANK1","No"
"BP","GO:0097237","cellular response to toxic substance",0.0193063744089094,"AQP1/TRPC6/FBLN5/PRKCE/SPI1/PSAP/EZH2/ABL1/HDAC6/MDM2/MSX1/NTRK1/OPRD1/SIRPA/SRC/XRN1/ECT2/GLRA2/GPR37/HNRNPA1/IL18RAP/KCNMB1/PAX2/PDCD10/PPP5C/RDH11/SMPD3/STAT6","Yes"
"MF","GO:0001223","transcription coactivator binding",0.0194680167836673,"CCNT2/CDK9/CREB1/ZBTB17/SIX1/TFAM","No"
"MF","GO:0008200","ion channel inhibitor activity",0.0194680167836673,"CALM1/STX7/CAV1/STX1A/PHPT1/RASA1/NEDD4/STX8","No"
"BP","GO:0061337","cardiac conduction",0.0194810764495664,"CALM1/JUP/FXYD3/ITPR3/CAV1/BIN1/ATP1B1/ANK2/AKAP9/FLNA/PRKACA/SLC8A1/SPTBN4/ABCC9/CACNA1D/FXYD6/KCNQ1/NPR1/SLC8A3","Yes"
"BP","GO:0001914","regulation of T cell mediated cytotoxicity",0.0195173271046573,"STX7/FADD/PTPRC/IL7R/LILRB1/PVR","Yes"
"BP","GO:0002407","dendritic cell chemotaxis",0.0195173271046573,"CXCR4/PIK3CG/HMGB1/CCL21/CCR1/CCL19","No"
"BP","GO:0003181","atrioventricular valve morphogenesis",0.0195173271046573,"EFNA1/BMPR2/GATA4/MDM2/NOTCH1/SMAD6","Yes"
"BP","GO:0009299","mRNA transcription",0.0195173271046573,"TFCP2/LMO2/ARNT/FLNA/HIPK3/SRF","Yes"
"BP","GO:0035812","renal sodium excretion",0.0195173271046573,"GNAI2/AVPR1A/AVPR2/DRD3/NPR1/SNX5","Yes"
"BP","GO:0051642","centrosome localization",0.0195173271046573,"EZR/BICD2/DLG1/AKAP9/MAD2L1/PLXNA2","No"
"BP","GO:0030042","actin filament depolymerization",0.0197569002358337,"F2RL1/SPTAN1/CFL1/EPS8/RDX/SPTBN4/SPTA1/SPTBN2/TWF2","Yes"
"BP","GO:0031103","axon regeneration",0.0197569002358337,"MAPK8IP3/JAK2/LRP1/RTN4R/NDEL1/MAP1B/MAP2K1/EPHA4/JAM3","No"
"BP","GO:0045840","positive regulation of mitotic nuclear division",0.0197569002358337,"CD28/INSR/NUMA1/BTC/DRD3/EDN3/LRP5/SMC5/SMPD3","Yes"
"BP","GO:0051972","regulation of telomerase activity",0.0197569002358337,"XRCC5/HSP90AA1/MAP2K7/MYC/NEK2/PRKCQ/PTGES3/SRC/DKC1","No"
"BP","GO:0003174","mitral valve development",0.0197569002358337,"EFNA1/BMPR2/NOTCH1/SMAD6","Yes"
"BP","GO:0009950","dorsal/ventral axis specification",0.0197569002358337,"MDFI/PAX6/SMAD6/SENP2","No"
"BP","GO:0019042","viral latency",0.0197569002358337,"IRF7/XRCC5/XRCC4/XRCC6","No"
"BP","GO:0021604","cranial nerve structural organization",0.0197569002358337,"HOXB2/KCNA2/PAX2/PLXNA3","No"
"BP","GO:0031581","hemidesmosome assembly",0.0197569002358337,"CD151/ITGB4/KRT5/LAMA3","No"
"BP","GO:0045217","cell-cell junction maintenance",0.0197569002358337,"F2RL1/PRTN3/CSF1R/NLGN2","No"
"BP","GO:0060159","regulation of dopamine receptor signaling pathway",0.0197569002358337,"ALK/CAV2/DRD3/PRMT5","No"
"BP","GO:0060174","limb bud formation",0.0197569002358337,"COL2A1/FGFR2/PLXNA2/SOX9","No"
"BP","GO:0070106","interleukin-27-mediated signaling pathway",0.0197569002358337,"IL27RA/JAK2/JAK1/STAT1","No"
"BP","GO:0070757","interleukin-35-mediated signaling pathway",0.0197569002358337,"IL27RA/JAK2/JAK1/STAT1","No"
"BP","GO:0098703","calcium ion import across plasma membrane",0.0197569002358337,"CALCR/FYN/RAMP3/SLC8A3","No"
"BP","GO:0099188","postsynaptic cytoskeleton organization",0.0197569002358337,"ARF1/INA/NOS1AP/WASF2","No"
"BP","GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration",0.0197569002358337,"MYO5A/FZD9/GRM5/SLC8A1","No"
"BP","GO:0106072","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.0197569002358337,"GNAI2/OPRL1/OPRM1/SSTR4","No"
"BP","GO:1904396","regulation of neuromuscular junction development",0.0197569002358337,"CRKL/DCTN1/FZD9/SIX1","No"
"BP","GO:1905245","regulation of aspartic-type peptidase activity",0.0197569002358337,"EFNA1/BIN1/EPHA4/SORL1","No"
"BP","GO:1905668","positive regulation of protein localization to endosome",0.0197569002358337,"EZR/RDX/DTX3L/SORL1","No"
"BP","GO:2000786","positive regulation of autophagosome assembly",0.0197569002358337,"PIP4K2B/PIP4K2A/PIP4K2C/LRSAM1","No"
"BP","GO:0048640","negative regulation of developmental growth",0.0197689809754513,"STC2/MEIS1/SAV1/MAPK11/RTN4R/CDK5/PAK1/PTK2/MYOZ1/PLXNA3/RAI1/RTN4/STK3/TP73","Yes"
"CC","GO:0016328","lateral plasma membrane",0.0197964439738466,"JUP/DLG1/ERBB3/DVL2/DMD/GNA12/NUMA1/PKD1/PTPRO/VANGL1","Yes"
"BP","GO:0050866","negative regulation of cell activation",0.0198832271509181,"PDGFRA/CD9/PRKG1/DLG1/HMGB1/MERTK/TYRO3/CEBPB/BCR/BTK/ID2/ITCH/JAK3/MAD1L1/PTPN6/PTPRC/RUNX1/DTX1/GPNMB/IL31RA/LILRB1/LILRB2/TNFRSF21","Yes"
"BP","GO:0008344","adult locomotory behavior",0.0198832271509181,"GRIN2D/DRD1/FOXA2/TRH/APP/EPS8/ID2/MECP2/OPRD1/SPTBN4/EPHA4/SNCG","No"
"BP","GO:0031016","pancreas development",0.0198832271509181,"TCF7L2/CLOCK/FOXA2/HNF4A/GSK3B/HNF1A/INSR/PAX6/PDPK1/PROX1/ONECUT1/SOX9","Yes"
"BP","GO:0048678","response to axon injury",0.0198832271509181,"AIF1/MAPK8IP3/JAK2/LRP1/RTN4R/NDEL1/MAP1B/MAP2K1/NTRK1/EPHA4/JAM3/P2RY12","Yes"
"MF","GO:0017124","SH3 domain binding",0.019895952483726,"VASP/SHANK2/SH3GL1/ABL1/BCAR1/CD3E/PLSCR1/PTPN6/SHANK1/SIRPA/SOS1/ARHGAP1/CNTNAP1/DTX1/ENAH/KHDRBS2/RUFY2/WASF2","Yes"
"BP","GO:0098781","ncRNA transcription",0.0200447248678845,"CCNT2/CDK9/SMARCA4/TBP/GTF2E2/GTF2F1/NCL/POLR2A/CCNK/MYOD1/NCBP1/POLR2D/POLR2E/POLR2G/POU2F2","No"
"BP","GO:0006401","RNA catabolic process",0.0200447248678845,"UBB/PSMC6/CNOT2/RPL8/LSM7/PPP2CA/UPF3B/PSMB4/EIF3E/EXOSC6/LSM1/LSM5/MYD88/NANOS1/PSMD4/RBM8A/RNPS1/ROCK1/SMG1/XRN1/XRN2/APOBEC1/CNOT4/CNOT7/DIS3L2/DKC1/EXOSC10/HNRNPR/KHSRP/LSM2/NCBP1/PAN2/PSMA5/PSMB1/PSMB7/RPL13/RPL6/RPLP2/RPS25","No"
"CC","GO:0030135","coated vesicle",0.0200757778642015,"FURIN/CD9/CD4/SYT1/CLTC/DVL2/LRP1/ARF1/CLTA/AP1M1/AP3B1/APP/COPB1/RGS19/SH3GL2/AP1G1/AVPR2/BTC/CD3G/CPNE6/FZD5/GAD2/GOSR2/IL7R/ROR2/SEC31A/SORT1/SREBF2/TGOLN2","Yes"
"BP","GO:0062012","regulation of small molecule metabolic process",0.0201963172317299,"NCOA2/PDK1/PRKCE/CAV1/CLTC/PTK2B/PRKAA2/BRCA1/MID1IP1/POMC/PSMC6/WNT4/FOXA2/ARNT/NFYC/PSMB4/RAE1/GSK3B/HDAC4/INSR/KAT2A/KPNB1/NCOR1/NFYA/PROX1/PSMD4/RCVRN/SRC/ADCYAP1R1/AVPR1A/CCNB1/DDB1/GPD1/INPP5K/LHCGR/NUP210/NUP50/PSMA5/PSMB1/PSMB7/PTAFR/PTH1R/SMPD3/SREBF2/WDTC1","Yes"
"BP","GO:1900076","regulation of cellular response to insulin stimulus",0.0203646968015487,"PRKCZ/PTPRE/GKAP1/NCK1/GNAI2/PAK1/PRKCB/PRKCQ/SRC/INPP5K/NCOA5","Yes"
"BP","GO:0022029","telencephalon cell migration",0.0203646968015487,"CXCR4/DRD1/NDEL1/CDK5/DISC1/SRF/CDK5R2/P2RY12/ROBO1/RTN4","No"
"BP","GO:0033047","regulation of mitotic sister chromatid segregation",0.0203646968015487,"CENPE/BUB1B/CDK5RAP2/MAD1L1/MAD2L1/NDC80/NUMA1/PLK1/CCNB1/SMC5","No"
"BP","GO:0090183","regulation of kidney development",0.0203646968015487,"WNT4/MYC/SOX8/MAGED1/PAX2/SIX1/SIX2/SOX9/STAT1/WT1","Yes"
"CC","GO:0030880","RNA polymerase complex",0.020572472772016,"TRRAP/TBP/MMS19/ERCC3/GTF2E2/GTF2F1/KAT2A/POLR2A/POLR3F/POLR2D/POLR2E/POLR2G/TBPL1","No"
"MF","GO:0048365","Rac GTPase binding",0.0205837962666712,"CAV1/VAV3/VAV1/ARHGDIB/PAK2/DVL2/DVL3/EPS8/FLNA/PAK1","No"
"BP","GO:0002369","T cell cytokine production",0.0207176401054326,"PRKCZ/TRAF2/DLG1/CD81/TRAF6/FZD5/IL18R1/IL18RAP","Yes"
"BP","GO:0007618","mating",0.0207176401054326,"DRD1/APP/HDAC4/MAPK8IP2/NCOA1/AVPR1A/DRD5/THRB","Yes"
"BP","GO:0031952","regulation of protein autophosphorylation",0.0207176401054326,"CALM1/CAV1/PTPRC/RAP2A/SRC/GFRA2/GPNMB/MVP","Yes"
"BP","GO:0042987","amyloid precursor protein catabolic process",0.0207176401054326,"EFNA1/BIN1/PSEN2/APP/HAP1/ROCK1/EPHA4/SORL1","Yes"
"BP","GO:0050435","amyloid-beta metabolic process",0.0207176401054326,"MME/EFNA1/BIN1/APP/HAP1/ROCK1/EPHA4/SORL1","Yes"
"BP","GO:0061028","establishment of endothelial barrier",0.0207176401054326,"EZR/F2RL1/TJP1/S1PR2/RAP1A/RDX/ROCK1/WNT7B","Yes"
"BP","GO:0009895","negative regulation of catabolic process",0.0207342713136654,"EFNA1/FURIN/GABARAPL2/CSNK2A2/WNT1/PIK3CG/SDCBP/GIPC1/POLDIP2/CSNK2A1/FLNA/FYN/GATA4/HDAC4/MAD2L1/MYD88/PIN1/PRKCG/PTK2/ROCK1/SMAD3/SMARCC1/UBQLN4/APOA2/APOBEC1/DFFA/DKC1/EPHA4/FHIT/RASIP1/SCFD1/TRIM39","Yes"
"BP","GO:0007190","activation of adenylate cyclase activity",0.020753162572958,"DRD1/RAF1/AVPR2/CAP1/DRD5/GHRHR/LHCGR","No"
"BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization",0.020753162572958,"AKAP9/CDK5RAP2/DCTN1/MAP1B/MECP2/NUMA1/PAK1","No"
"BP","GO:0038128","ERBB2 signaling pathway",0.020753162572958,"PTPRR/HSP90AA1/ERBB3/SHC1/SOS1/SRC/BTC","Yes"
